,date,prcp,month
5245,2017-01-25,0.12,2017-01-25 00:00:00
5246,2017-01-26,0.0,2017-01-26 00:00:00
5247,2017-01-27,0.0,2017-01-27 00:00:00
5248,2017-01-28,0.14,2017-01-28 00:00:00
5249,2017-01-29,0.0,2017-01-29 00:00:00
5250,2017-01-30,0.0,2017-01-30 00:00:00
5251,2017-01-31,0.0,2017-01-31 00:00:00
5252,2017-02-01,0.0,2017-02-01 00:00:00
5253,2017-02-02,0.0,2017-02-02 00:00:00
5254,2017-02-03,0.0,2017-02-03 00:00:00
5255,2017-02-04,0.0,2017-02-04 00:00:00
5256,2017-02-05,0.0,2017-02-05 00:00:00
5257,2017-02-06,0.16,2017-02-06 00:00:00
5258,2017-02-07,1.08,2017-02-07 00:00:00
5259,2017-02-08,1.08,2017-02-08 00:00:00
5260,2017-02-09,0.02,2017-02-09 00:00:00
5261,2017-02-10,0.0,2017-02-10 00:00:00
5262,2017-02-11,1.0,2017-02-11 00:00:00
5263,2017-02-12,1.07,2017-02-12 00:00:00
5264,2017-02-13,2.9,2017-02-13 00:00:00
5265,2017-02-14,0.0,2017-02-14 00:00:00
5266,2017-02-15,0.0,2017-02-15 00:00:00
5267,2017-02-16,0.0,2017-02-16 00:00:00
5268,2017-02-17,0.8,2017-02-17 00:00:00
5269,2017-02-18,0.0,2017-02-18 00:00:00
5270,2017-02-19,0.0,2017-02-19 00:00:00
5271,2017-02-20,0.0,2017-02-20 00:00:00
5272,2017-02-21,0.0,2017-02-21 00:00:00
5273,2017-02-22,0.06,2017-02-22 00:00:00
5274,2017-02-23,0.0,2017-02-23 00:00:00
5275,2017-02-24,0.0,2017-02-24 00:00:00
5276,2017-02-25,0.0,2017-02-25 00:00:00
5277,2017-02-26,0.0,2017-02-26 00:00:00
5278,2017-02-27,0.0,2017-02-27 00:00:00
5279,2017-02-28,0.16,2017-02-28 00:00:00
5280,2017-03-01,2.2,2017-03-01 00:00:00
5281,2017-03-02,1.45,2017-03-02 00:00:00
5282,2017-03-03,0.54,2017-03-03 00:00:00
5283,2017-03-04,0.0,2017-03-04 00:00:00
5284,2017-03-05,0.1,2017-03-05 00:00:00
5285,2017-03-06,0.51,2017-03-06 00:00:00
5286,2017-03-07,0.0,2017-03-07 00:00:00
5287,2017-03-08,0.0,2017-03-08 00:00:00
5288,2017-03-09,0.8,2017-03-09 00:00:00
5289,2017-03-10,0.13,2017-03-10 00:00:00
5290,2017-03-11,0.03,2017-03-11 00:00:00
5291,2017-03-12,0.0,2017-03-12 00:00:00
5292,2017-03-13,0.0,2017-03-13 00:00:00
5293,2017-03-14,0.0,2017-03-14 00:00:00
5294,2017-03-15,0.0,2017-03-15 00:00:00
5295,2017-03-16,0.0,2017-03-16 00:00:00
5296,2017-03-17,0.19,2017-03-17 00:00:00
5297,2017-03-18,0.0,2017-03-18 00:00:00
5298,2017-03-19,0.0,2017-03-19 00:00:00
5299,2017-03-20,0.0,2017-03-20 00:00:00
5300,2017-03-21,0.0,2017-03-21 00:00:00
5301,2017-03-22,0.0,2017-03-22 00:00:00
5302,2017-03-23,0.0,2017-03-23 00:00:00
5303,2017-03-24,0.6,2017-03-24 00:00:00
5304,2017-03-25,0.13,2017-03-25 00:00:00
5305,2017-03-26,0.0,2017-03-26 00:00:00
5306,2017-03-27,0.0,2017-03-27 00:00:00
5307,2017-03-28,0.03,2017-03-28 00:00:00
5308,2017-03-29,0.0,2017-03-29 00:00:00
5309,2017-03-30,0.08,2017-03-30 00:00:00
5310,2017-03-31,0.0,2017-03-31 00:00:00
5311,2017-04-01,0.0,2017-04-01 00:00:00
5312,2017-04-02,0.0,2017-04-02 00:00:00
5313,2017-04-03,0.08,2017-04-03 00:00:00
5314,2017-04-04,0.04,2017-04-04 00:00:00
5315,2017-04-05,0.04,2017-04-05 00:00:00
5316,2017-04-06,0.0,2017-04-06 00:00:00
5317,2017-04-07,0.0,2017-04-07 00:00:00
5318,2017-04-08,0.0,2017-04-08 00:00:00
5319,2017-04-09,0.0,2017-04-09 00:00:00
5320,2017-04-10,0.01,2017-04-10 00:00:00
5321,2017-04-11,0.03,2017-04-11 00:00:00
5322,2017-04-12,0.03,2017-04-12 00:00:00
5323,2017-04-13,0.27,2017-04-13 00:00:00
5324,2017-04-14,0.69,2017-04-14 00:00:00
5325,2017-04-15,0.45,2017-04-15 00:00:00
5326,2017-04-16,0.49,2017-04-16 00:00:00
5327,2017-04-17,0.41,2017-04-17 00:00:00
5328,2017-04-18,0.08,2017-04-18 00:00:00
5329,2017-04-19,0.02,2017-04-19 00:00:00
5330,2017-04-20,0.33,2017-04-20 00:00:00
5331,2017-04-21,1.16,2017-04-21 00:00:00
5332,2017-04-22,1.01,2017-04-22 00:00:00
5333,2017-04-23,0.02,2017-04-23 00:00:00
5334,2017-04-24,0.0,2017-04-24 00:00:00
5335,2017-04-25,0.0,2017-04-25 00:00:00
5336,2017-04-26,0.0,2017-04-26 00:00:00
5337,2017-04-27,0.1,2017-04-27 00:00:00
5338,2017-04-28,2.6,2017-04-28 00:00:00
5339,2017-04-29,0.35,2017-04-29 00:00:00
5340,2017-04-30,1.21,2017-04-30 00:00:00
5341,2017-05-01,0.07,2017-05-01 00:00:00
5342,2017-05-02,0.03,2017-05-02 00:00:00
5343,2017-05-03,0.01,2017-05-03 00:00:00
5344,2017-05-04,0.0,2017-05-04 00:00:00
5345,2017-05-05,0.0,2017-05-05 00:00:00
5346,2017-05-06,0.0,2017-05-06 00:00:00
5347,2017-05-07,0.07,2017-05-07 00:00:00
5348,2017-05-08,0.22,2017-05-08 00:00:00
5349,2017-05-09,1.62,2017-05-09 00:00:00
5350,2017-05-10,0.05,2017-05-10 00:00:00
5351,2017-05-11,0.03,2017-05-11 00:00:00
5352,2017-05-12,0.04,2017-05-12 00:00:00
5353,2017-05-13,0.02,2017-05-13 00:00:00
5354,2017-05-14,0.05,2017-05-14 00:00:00
5355,2017-05-15,0.08,2017-05-15 00:00:00
5356,2017-05-16,0.03,2017-05-16 00:00:00
5357,2017-05-17,0.02,2017-05-17 00:00:00
5358,2017-05-18,0.09,2017-05-18 00:00:00
5359,2017-05-19,0.02,2017-05-19 00:00:00
5360,2017-05-20,0.0,2017-05-20 00:00:00
5361,2017-05-21,0.0,2017-05-21 00:00:00
5362,2017-05-22,0.0,2017-05-22 00:00:00
5363,2017-05-23,0.02,2017-05-23 00:00:00
5364,2017-05-24,0.58,2017-05-24 00:00:00
5365,2017-05-25,0.37,2017-05-25 00:00:00
5366,2017-05-26,0.02,2017-05-26 00:00:00
5367,2017-05-27,0.0,2017-05-27 00:00:00
5368,2017-05-28,0.29,2017-05-28 00:00:00
5369,2017-05-29,0.02,2017-05-29 00:00:00
5370,2017-05-30,0.2,2017-05-30 00:00:00
5371,2017-05-31,0.1,2017-05-31 00:00:00
5372,2017-06-01,0.03,2017-06-01 00:00:00
5373,2017-06-02,0.1,2017-06-02 00:00:00
5374,2017-06-03,0.2,2017-06-03 00:00:00
5375,2017-06-04,0.15,2017-06-04 00:00:00
5376,2017-06-05,0.0,2017-06-05 00:00:00
5377,2017-06-06,0.0,2017-06-06 00:00:00
5378,2017-06-07,0.0,2017-06-07 00:00:00
5379,2017-06-08,0.02,2017-06-08 00:00:00
5380,2017-06-09,0.02,2017-06-09 00:00:00
5381,2017-06-10,0.21,2017-06-10 00:00:00
5382,2017-06-11,0.24,2017-06-11 00:00:00
5383,2017-06-12,0.19,2017-06-12 00:00:00
5384,2017-06-13,0.36,2017-06-13 00:00:00
5385,2017-06-14,0.27,2017-06-14 00:00:00
5386,2017-06-15,0.17,2017-06-15 00:00:00
5387,2017-06-16,0.02,2017-06-16 00:00:00
5388,2017-06-17,0.35,2017-06-17 00:00:00
5389,2017-06-18,0.25,2017-06-18 00:00:00
5390,2017-06-19,0.05,2017-06-19 00:00:00
5391,2017-06-20,0.05,2017-06-20 00:00:00
5392,2017-06-21,0.02,2017-06-21 00:00:00
5393,2017-06-22,0.1,2017-06-22 00:00:00
5394,2017-06-23,0.0,2017-06-23 00:00:00
5395,2017-06-24,0.0,2017-06-24 00:00:00
5396,2017-06-25,0.08,2017-06-25 00:00:00
5397,2017-06-26,0.02,2017-06-26 00:00:00
5398,2017-06-27,0.0,2017-06-27 00:00:00
5399,2017-06-28,0.01,2017-06-28 00:00:00
5400,2017-06-29,0.03,2017-06-29 00:00:00
5401,2017-06-30,0.04,2017-06-30 00:00:00
5402,2017-07-01,0.06,2017-07-01 00:00:00
5403,2017-07-02,0.05,2017-07-02 00:00:00
5404,2017-07-03,0.13,2017-07-03 00:00:00
5405,2017-07-04,0.03,2017-07-04 00:00:00
5406,2017-07-05,0.0,2017-07-05 00:00:00
5407,2017-07-06,0.0,2017-07-06 00:00:00
5408,2017-07-07,0.02,2017-07-07 00:00:00
5409,2017-07-08,0.02,2017-07-08 00:00:00
5410,2017-07-09,0.09,2017-07-09 00:00:00
5411,2017-07-10,0.0,2017-07-10 00:00:00
5412,2017-07-11,0.01,2017-07-11 00:00:00
5413,2017-07-12,0.01,2017-07-12 00:00:00
5414,2017-07-13,0.33,2017-07-13 00:00:00
5415,2017-07-14,0.05,2017-07-14 00:00:00
5416,2017-07-15,0.03,2017-07-15 00:00:00
5417,2017-07-16,0.07,2017-07-16 00:00:00
5418,2017-07-17,0.12,2017-07-17 00:00:00
5419,2017-07-18,0.03,2017-07-18 00:00:00
5420,2017-07-19,0.0,2017-07-19 00:00:00
5421,2017-07-20,0.12,2017-07-20 00:00:00
5422,2017-07-21,0.0,2017-07-21 00:00:00
5423,2017-07-22,0.07,2017-07-22 00:00:00
5424,2017-07-23,0.06,2017-07-23 00:00:00
5425,2017-07-24,0.58,2017-07-24 00:00:00
5426,2017-07-25,0.03,2017-07-25 00:00:00
5427,2017-07-26,0.06,2017-07-26 00:00:00
5428,2017-07-27,0.0,2017-07-27 00:00:00
5429,2017-07-28,0.13,2017-07-28 00:00:00
5430,2017-07-29,0.06,2017-07-29 00:00:00
5431,2017-07-30,0.0,2017-07-30 00:00:00
5432,2017-07-31,0.0,2017-07-31 00:00:00
7330,2016-08-23,0.05,2016-08-23 00:00:00
7331,2016-08-24,2.28,2016-08-24 00:00:00
7332,2016-08-25,0.0,2016-08-25 00:00:00
7333,2016-08-26,0.02,2016-08-26 00:00:00
7334,2016-08-27,0.02,2016-08-27 00:00:00
7335,2016-08-28,0.14,2016-08-28 00:00:00
7336,2016-08-29,0.04,2016-08-29 00:00:00
7337,2016-08-31,0.11,2016-08-31 00:00:00
7338,2016-09-01,0.0,2016-09-01 00:00:00
7339,2016-09-02,0.19,2016-09-02 00:00:00
7340,2016-09-05,0.1,2016-09-05 00:00:00
7341,2016-09-06,0.04,2016-09-06 00:00:00
7342,2016-09-07,0.23,2016-09-07 00:00:00
7343,2016-09-08,0.01,2016-09-08 00:00:00
7344,2016-09-09,0.29,2016-09-09 00:00:00
7345,2016-09-12,0.1,2016-09-12 00:00:00
7346,2016-09-13,0.32,2016-09-13 00:00:00
7347,2016-09-14,1.84,2016-09-14 00:00:00
7348,2016-09-15,0.07,2016-09-15 00:00:00
7349,2016-09-16,0.07,2016-09-16 00:00:00
7350,2016-09-19,0.1,2016-09-19 00:00:00
7351,2016-09-20,0.25,2016-09-20 00:00:00
7352,2016-09-21,0.02,2016-09-21 00:00:00
7353,2016-09-22,0.17,2016-09-22 00:00:00
7354,2016-09-23,0.15,2016-09-23 00:00:00
7355,2016-09-24,0.0,2016-09-24 00:00:00
7356,2016-09-25,0.0,2016-09-25 00:00:00
7357,2016-09-26,0.02,2016-09-26 00:00:00
7358,2016-09-27,0.0,2016-09-27 00:00:00
7359,2016-09-28,0.0,2016-09-28 00:00:00
7360,2016-09-29,0.2,2016-09-29 00:00:00
7361,2016-09-30,0.06,2016-09-30 00:00:00
7362,2016-10-01,0.08,2016-10-01 00:00:00
7363,2016-10-02,0.03,2016-10-02 00:00:00
7364,2016-10-03,0.03,2016-10-03 00:00:00
7365,2016-10-04,0.0,2016-10-04 00:00:00
7366,2016-10-05,0.0,2016-10-05 00:00:00
7367,2016-10-06,0.0,2016-10-06 00:00:00
7368,2016-10-07,0.0,2016-10-07 00:00:00
7369,2016-10-10,0.15,2016-10-10 00:00:00
7370,2016-10-11,0.04,2016-10-11 00:00:00
7371,2016-10-12,0.0,2016-10-12 00:00:00
7372,2016-10-13,0.02,2016-10-13 00:00:00
7373,2016-10-14,0.0,2016-10-14 00:00:00
7374,2016-10-15,0.02,2016-10-15 00:00:00
7375,2016-10-17,0.15,2016-10-17 00:00:00
7376,2016-10-18,0.03,2016-10-18 00:00:00
7377,2016-10-19,0.0,2016-10-19 00:00:00
7378,2016-10-20,0.01,2016-10-20 00:00:00
7379,2016-10-21,0.03,2016-10-21 00:00:00
7380,2016-10-23,0.15,2016-10-23 00:00:00
7381,2016-10-24,0.01,2016-10-24 00:00:00
7382,2016-10-25,0.0,2016-10-25 00:00:00
7383,2016-10-27,0.2,2016-10-27 00:00:00
7384,2016-10-28,0.07,2016-10-28 00:00:00
7385,2016-10-29,0.26,2016-10-29 00:00:00
7386,2016-10-30,0.14,2016-10-30 00:00:00
7387,2016-10-31,0.0,2016-10-31 00:00:00
7388,2016-11-01,0.0,2016-11-01 00:00:00
7389,2016-11-02,0.0,2016-11-02 00:00:00
7390,2016-11-03,0.0,2016-11-03 00:00:00
7391,2016-11-04,0.0,2016-11-04 00:00:00
7392,2016-11-05,0.0,2016-11-05 00:00:00
7393,2016-11-06,0.0,2016-11-06 00:00:00
7394,2016-11-07,0.13,2016-11-07 00:00:00
7395,2016-11-08,0.02,2016-11-08 00:00:00
7396,2016-11-09,0.17,2016-11-09 00:00:00
7397,2016-11-10,0.0,2016-11-10 00:00:00
7398,2016-11-11,0.0,2016-11-11 00:00:00
7399,2016-11-12,0.0,2016-11-12 00:00:00
7400,2016-11-13,0.0,2016-11-13 00:00:00
7401,2016-11-14,0.05,2016-11-14 00:00:00
7402,2016-11-15,0.0,2016-11-15 00:00:00
7403,2016-11-16,0.18,2016-11-16 00:00:00
7404,2016-11-17,0.0,2016-11-17 00:00:00
7405,2016-11-22,0.14,2016-11-22 00:00:00
7406,2016-11-25,0.14,2016-11-25 00:00:00
7407,2016-11-26,0.02,2016-11-26 00:00:00
7408,2016-11-27,0.03,2016-11-27 00:00:00
7409,2016-11-28,0.0,2016-11-28 00:00:00
7410,2016-11-29,0.04,2016-11-29 00:00:00
7411,2016-11-30,0.03,2016-11-30 00:00:00
7412,2016-12-01,0.07,2016-12-01 00:00:00
7413,2016-12-02,0.4,2016-12-02 00:00:00
7414,2016-12-03,0.26,2016-12-03 00:00:00
7415,2016-12-04,0.0,2016-12-04 00:00:00
7416,2016-12-05,0.2,2016-12-05 00:00:00
7417,2016-12-07,0.15,2016-12-07 00:00:00
7418,2016-12-08,0.02,2016-12-08 00:00:00
7419,2016-12-09,0.26,2016-12-09 00:00:00
7420,2016-12-10,0.0,2016-12-10 00:00:00
7421,2016-12-12,0.15,2016-12-12 00:00:00
7422,2016-12-13,0.34,2016-12-13 00:00:00
7423,2016-12-14,0.12,2016-12-14 00:00:00
7424,2016-12-15,0.07,2016-12-15 00:00:00
7425,2016-12-16,0.0,2016-12-16 00:00:00
7426,2016-12-17,0.0,2016-12-17 00:00:00
7427,2016-12-18,0.04,2016-12-18 00:00:00
7428,2016-12-19,0.0,2016-12-19 00:00:00
7429,2016-12-20,0.0,2016-12-20 00:00:00
7430,2016-12-21,0.09,2016-12-21 00:00:00
7431,2016-12-22,0.05,2016-12-22 00:00:00
7432,2016-12-23,0.03,2016-12-23 00:00:00
7433,2016-12-24,0.13,2016-12-24 00:00:00
7434,2016-12-26,0.15,2016-12-26 00:00:00
7435,2016-12-27,0.02,2016-12-27 00:00:00
7436,2016-12-28,0.01,2016-12-28 00:00:00
7437,2016-12-29,0.56,2016-12-29 00:00:00
7438,2016-12-30,0.29,2016-12-30 00:00:00
7439,2016-12-31,0.36,2016-12-31 00:00:00
7440,2017-01-01,0.0,2017-01-01 00:00:00
7441,2017-01-02,0.01,2017-01-02 00:00:00
7442,2017-01-03,0.0,2017-01-03 00:00:00
7443,2017-01-04,0.0,2017-01-04 00:00:00
7444,2017-01-05,0.0,2017-01-05 00:00:00
7445,2017-01-06,0.59,2017-01-06 00:00:00
7446,2017-01-07,0.0,2017-01-07 00:00:00
7447,2017-01-08,0.03,2017-01-08 00:00:00
7448,2017-01-09,0.0,2017-01-09 00:00:00
7449,2017-01-10,0.0,2017-01-10 00:00:00
7450,2017-01-11,0.0,2017-01-11 00:00:00
7451,2017-01-13,0.1,2017-01-13 00:00:00
7452,2017-01-14,0.0,2017-01-14 00:00:00
7453,2017-01-16,0.1,2017-01-16 00:00:00
7454,2017-01-17,0.0,2017-01-17 00:00:00
7455,2017-01-18,0.0,2017-01-18 00:00:00
7456,2017-01-19,0.0,2017-01-19 00:00:00
7457,2017-01-20,0.0,2017-01-20 00:00:00
7458,2017-01-21,0.02,2017-01-21 00:00:00
7459,2017-01-23,0.1,2017-01-23 00:00:00
7460,2017-01-25,0.1,2017-01-25 00:00:00
7461,2017-01-26,0.01,2017-01-26 00:00:00
7462,2017-01-27,0.0,2017-01-27 00:00:00
7463,2017-01-28,0.0,2017-01-28 00:00:00
7464,2017-01-30,0.1,2017-01-30 00:00:00
7465,2017-01-31,0.0,2017-01-31 00:00:00
7466,2017-02-01,0.0,2017-02-01 00:00:00
7467,2017-02-02,0.0,2017-02-02 00:00:00
7468,2017-02-03,0.0,2017-02-03 00:00:00
7469,2017-02-05,0.15,2017-02-05 00:00:00
7470,2017-02-06,0.04,2017-02-06 00:00:00
7471,2017-02-07,0.9,2017-02-07 00:00:00
7472,2017-02-08,0.0,2017-02-08 00:00:00
7473,2017-02-09,0.0,2017-02-09 00:00:00
7474,2017-02-10,0.0,2017-02-10 00:00:00
7475,2017-02-11,2.39,2017-02-11 00:00:00
7476,2017-02-12,1.91,2017-02-12 00:00:00
7477,2017-02-13,0.0,2017-02-13 00:00:00
7478,2017-02-14,0.0,2017-02-14 00:00:00
7479,2017-02-15,0.0,2017-02-15 00:00:00
7480,2017-02-16,0.62,2017-02-16 00:00:00
7481,2017-02-17,0.06,2017-02-17 00:00:00
7482,2017-02-20,0.15,2017-02-20 00:00:00
7483,2017-02-21,0.0,2017-02-21 00:00:00
7484,2017-02-22,0.11,2017-02-22 00:00:00
7485,2017-02-23,0.0,2017-02-23 00:00:00
7486,2017-02-24,0.0,2017-02-24 00:00:00
7487,2017-02-26,0.15,2017-02-26 00:00:00
7488,2017-02-27,0.0,2017-02-27 00:00:00
7489,2017-02-28,0.04,2017-02-28 00:00:00
7490,2017-03-01,1.12,2017-03-01 00:00:00
7491,2017-03-03,0.12,2017-03-03 00:00:00
7492,2017-03-06,0.12,2017-03-06 00:00:00
7493,2017-03-07,0.0,2017-03-07 00:00:00
7494,2017-03-08,0.0,2017-03-08 00:00:00
7495,2017-03-09,0.5,2017-03-09 00:00:00
7496,2017-03-10,0.13,2017-03-10 00:00:00
7497,2017-03-12,0.12,2017-03-12 00:00:00
7498,2017-03-13,0.0,2017-03-13 00:00:00
7499,2017-03-14,0.0,2017-03-14 00:00:00
7500,2017-03-16,0.12,2017-03-16 00:00:00
7501,2017-03-17,0.06,2017-03-17 00:00:00
7502,2017-03-18,0.0,2017-03-18 00:00:00
7503,2017-03-20,0.12,2017-03-20 00:00:00
7504,2017-03-21,0.0,2017-03-21 00:00:00
7505,2017-03-22,0.0,2017-03-22 00:00:00
7506,2017-03-23,0.0,2017-03-23 00:00:00
7507,2017-03-24,0.15,2017-03-24 00:00:00
7508,2017-03-27,0.12,2017-03-27 00:00:00
7509,2017-03-28,0.0,2017-03-28 00:00:00
7510,2017-03-29,0.03,2017-03-29 00:00:00
7511,2017-03-30,0.03,2017-03-30 00:00:00
7512,2017-03-31,0.0,2017-03-31 00:00:00
7513,2017-04-01,0.0,2017-04-01 00:00:00
7514,2017-04-02,0.0,2017-04-02 00:00:00
7515,2017-04-03,0.09,2017-04-03 00:00:00
7516,2017-04-04,0.0,2017-04-04 00:00:00
7517,2017-04-05,0.07,2017-04-05 00:00:00
7518,2017-04-06,0.0,2017-04-06 00:00:00
7519,2017-04-07,0.0,2017-04-07 00:00:00
7520,2017-04-09,0.09,2017-04-09 00:00:00
7521,2017-04-10,0.0,2017-04-10 00:00:00
7522,2017-04-11,0.16,2017-04-11 00:00:00
7523,2017-04-12,0.29,2017-04-12 00:00:00
7524,2017-04-13,0.0,2017-04-13 00:00:00
7525,2017-04-14,0.29,2017-04-14 00:00:00
7526,2017-04-17,0.09,2017-04-17 00:00:00
7527,2017-04-18,0.12,2017-04-18 00:00:00
7528,2017-04-19,0.0,2017-04-19 00:00:00
7529,2017-04-20,0.0,2017-04-20 00:00:00
7530,2017-04-21,1.05,2017-04-21 00:00:00
7531,2017-04-22,0.7,2017-04-22 00:00:00
7532,2017-04-24,0.09,2017-04-24 00:00:00
7533,2017-04-25,0.0,2017-04-25 00:00:00
7534,2017-04-26,0.14,2017-04-26 00:00:00
7535,2017-04-27,0.02,2017-04-27 00:00:00
7536,2017-04-28,0.09,2017-04-28 00:00:00
7537,2017-04-29,0.95,2017-04-29 00:00:00
7538,2017-04-30,1.17,2017-04-30 00:00:00
7539,2017-05-01,0.03,2017-05-01 00:00:00
7540,2017-05-02,0.01,2017-05-02 00:00:00
7541,2017-05-03,0.01,2017-05-03 00:00:00
7542,2017-05-04,0.08,2017-05-04 00:00:00
7543,2017-05-05,0.28,2017-05-05 00:00:00
7544,2017-05-06,0.06,2017-05-06 00:00:00
7545,2017-05-08,0.95,2017-05-08 00:00:00
7546,2017-05-09,0.52,2017-05-09 00:00:00
7547,2017-05-10,0.0,2017-05-10 00:00:00
7548,2017-05-12,0.11,2017-05-12 00:00:00
7549,2017-05-15,0.11,2017-05-15 00:00:00
7550,2017-05-16,0.05,2017-05-16 00:00:00
7551,2017-05-17,0.0,2017-05-17 00:00:00
7552,2017-05-18,0.16,2017-05-18 00:00:00
7553,2017-05-19,0.01,2017-05-19 00:00:00
7554,2017-05-20,0.01,2017-05-20 00:00:00
7555,2017-05-22,0.11,2017-05-22 00:00:00
7556,2017-05-23,0.11,2017-05-23 00:00:00
7557,2017-05-24,0.1,2017-05-24 00:00:00
7558,2017-05-25,0.07,2017-05-25 00:00:00
7559,2017-05-26,0.0,2017-05-26 00:00:00
7560,2017-05-27,0.0,2017-05-27 00:00:00
7561,2017-05-28,0.02,2017-05-28 00:00:00
7562,2017-05-29,0.0,2017-05-29 00:00:00
7563,2017-05-30,0.04,2017-05-30 00:00:00
7564,2017-05-31,0.0,2017-05-31 00:00:00
7565,2017-06-01,0.0,2017-06-01 00:00:00
7566,2017-06-02,0.15,2017-06-02 00:00:00
7567,2017-06-03,0.16,2017-06-03 00:00:00
7568,2017-06-04,0.05,2017-06-04 00:00:00
7569,2017-06-05,0.02,2017-06-05 00:00:00
7570,2017-06-06,0.0,2017-06-06 00:00:00
7571,2017-06-07,0.0,2017-06-07 00:00:00
7572,2017-06-08,0.01,2017-06-08 00:00:00
7573,2017-06-09,0.0,2017-06-09 00:00:00
7574,2017-06-10,0.53,2017-06-10 00:00:00
7575,2017-06-11,0.14,2017-06-11 00:00:00
7576,2017-06-12,0.35,2017-06-12 00:00:00
7577,2017-06-13,0.1,2017-06-13 00:00:00
7578,2017-06-14,0.21,2017-06-14 00:00:00
7579,2017-06-15,0.3,2017-06-15 00:00:00
7580,2017-06-16,0.02,2017-06-16 00:00:00
7581,2017-06-17,0.02,2017-06-17 00:00:00
7582,2017-06-18,0.18,2017-06-18 00:00:00
7583,2017-06-19,0.19,2017-06-19 00:00:00
7584,2017-06-20,0.17,2017-06-20 00:00:00
7585,2017-06-23,0.11,2017-06-23 00:00:00
7586,2017-06-26,0.11,2017-06-26 00:00:00
7587,2017-06-29,0.11,2017-06-29 00:00:00
7588,2017-06-30,0.0,2017-06-30 00:00:00
7589,2017-07-03,0.14,2017-07-03 00:00:00
7590,2017-07-05,0.14,2017-07-05 00:00:00
7591,2017-07-07,0.14,2017-07-07 00:00:00
7592,2017-07-08,0.06,2017-07-08 00:00:00
7593,2017-07-09,0.0,2017-07-09 00:00:00
7594,2017-07-10,0.0,2017-07-10 00:00:00
7595,2017-07-11,0.0,2017-07-11 00:00:00
7596,2017-07-12,0.02,2017-07-12 00:00:00
7597,2017-07-13,0.3,2017-07-13 00:00:00
7598,2017-07-14,0.0,2017-07-14 00:00:00
7599,2017-07-15,0.01,2017-07-15 00:00:00
7600,2017-07-16,0.12,2017-07-16 00:00:00
7601,2017-07-17,0.16,2017-07-17 00:00:00
7602,2017-07-18,0.0,2017-07-18 00:00:00
7603,2017-07-19,0.09,2017-07-19 00:00:00
7604,2017-07-20,0.0,2017-07-20 00:00:00
7605,2017-07-21,0.0,2017-07-21 00:00:00
7606,2017-07-22,0.12,2017-07-22 00:00:00
7607,2017-07-23,0.07,2017-07-23 00:00:00
7608,2017-07-24,1.19,2017-07-24 00:00:00
7609,2017-07-25,0.12,2017-07-25 00:00:00
7610,2017-07-26,0.02,2017-07-26 00:00:00
7611,2017-07-27,0.0,2017-07-27 00:00:00
7612,2017-07-28,0.14,2017-07-28 00:00:00
7613,2017-07-29,0.02,2017-07-29 00:00:00
7614,2017-07-31,0.14,2017-07-31 00:00:00
7615,2017-08-01,0.12,2017-08-01 00:00:00
7616,2017-08-02,0.05,2017-08-02 00:00:00
7617,2017-08-03,0.01,2017-08-03 00:00:00
7618,2017-08-04,0.04,2017-08-04 00:00:00
7619,2017-08-06,0.0,2017-08-06 00:00:00
7620,2017-08-07,0.0,2017-08-07 00:00:00
7621,2017-08-08,0.1,2017-08-08 00:00:00
7622,2017-08-09,0.0,2017-08-09 00:00:00
7623,2017-08-10,0.0,2017-08-10 00:00:00
7624,2017-08-11,0.0,2017-08-11 00:00:00
7625,2017-08-13,0.11,2017-08-13 00:00:00
7626,2017-08-14,0.01,2017-08-14 00:00:00
7627,2017-08-15,0.0,2017-08-15 00:00:00
7628,2017-08-16,0.0,2017-08-16 00:00:00
7629,2017-08-17,0.0,2017-08-17 00:00:00
7630,2017-08-18,0.0,2017-08-18 00:00:00
7631,2017-08-19,0.0,2017-08-19 00:00:00
7632,2017-08-20,0.01,2017-08-20 00:00:00
7633,2017-08-21,0.02,2017-08-21 00:00:00
7634,2017-08-23,0.0,2017-08-23 00:00:00
8824,2016-08-23,0.05,2016-08-23 00:00:00
8825,2016-08-24,0.05,2016-08-24 00:00:00
8826,2016-08-25,0.0,2016-08-25 00:00:00
8827,2016-08-26,0.04,2016-08-26 00:00:00
8828,2016-08-29,0.05,2016-08-29 00:00:00
8829,2016-08-30,0.02,2016-08-30 00:00:00
8830,2016-08-31,0.05,2016-08-31 00:00:00
8831,2016-09-01,0.03,2016-09-01 00:00:00
8832,2016-09-02,0.03,2016-09-02 00:00:00
8833,2016-09-08,0.03,2016-09-08 00:00:00
8834,2016-09-09,0.03,2016-09-09 00:00:00
8835,2016-09-12,0.03,2016-09-12 00:00:00
8836,2016-09-13,0.03,2016-09-13 00:00:00
8837,2016-09-14,0.03,2016-09-14 00:00:00
8838,2016-09-15,0.03,2016-09-15 00:00:00
8839,2016-09-16,0.0,2016-09-16 00:00:00
8840,2016-09-19,0.03,2016-09-19 00:00:00
8841,2016-09-20,0.0,2016-09-20 00:00:00
8842,2016-09-22,0.06,2016-09-22 00:00:00
8843,2016-09-23,0.0,2016-09-23 00:00:00
8844,2016-09-26,0.03,2016-09-26 00:00:00
8845,2016-09-28,0.0,2016-09-28 00:00:00
8846,2016-09-29,0.04,2016-09-29 00:00:00
8847,2016-09-30,0.03,2016-09-30 00:00:00
8848,2016-10-03,0.02,2016-10-03 00:00:00
